Rank,Title,Release Date,Distributor,Genre,Gross,Tickets Sold,highest_grossing_year
26,Bite the Bullet,1/1/1975,Sony Pictures,Western,11000000,5365853,1975
27,Rooster Cogburn,1/1/1975,,Western,8000000,3902439,1975
28,The Shootist,1/1/1975,,Western,6000000,2926829,1975
29,Hard Times,1/1/1975,,,5000000,2439024,1975
30,The Stepford Wives,1/1/1975,,,4000000,1951219,1975
31,Sharks' Treasure,4/1/1975,United Artists,Adventure,2000000,975609,1975
32,"Farewell, My Lovely",1/1/1975,,Thriller/Suspense,2000000,975609,1975
33,At Long Last Love,1/1/1975,20th Century Fox,Musical,1500000,731707,1975
34,The Rocky Horror Picture Show,9/26/1975,20th Century Fox,Musical,21245,10363,1975
1,Rocky,11/21/1976,United Artists,Drama,117235147,55039975,1976
2,To Fly!,1/1/1976,IMAX Films,,86600000,40657276,1976
3,A Star is Born,12/17/1976,Warner Bros.,Drama,63129898,29638449,1976
4,King Kong,12/17/1976,Paramount Pictures,Action,52614445,24701617,1976
5,Silver Streak,12/3/1976,20th Century Fox,,51079064,23980781,1976
6,All the President's Men,4/2/1976,Warner Bros.,Drama,51048435,23966401,1976
7,The Omen,6/25/1976,20th Century Fox,Horror,48570885,22803232,1976
8,The Enforcer,1/1/1976,Warner Bros.,Action,46200000,21690140,1976
9,Midway,6/18/1976,Universal,Drama,43220000,20291079,1976
10,The Bad News Bears,4/7/1976,Paramount Pictures,Comedy,42349782,19882526,1976
11,Silent Movie,6/25/1976,20th Century Fox,Comedy,36145695,16969809,1976
12,The Pink Panther Strikes Again,12/15/1976,United Artists,Comedy,33833201,15884131,1976
13,Murder by Death,1/1/1976,Columbia,Comedy,32511047,15263402,1976
14,Marathon Man,1/1/1976,Paramount Pictures,,28204261,13241437,1976
15,Taxi Driver,2/8/1976,Columbia,Drama,27883896,13091030,1976
16,The Outlaw Josey Wales,1/1/1976,Warner Bros.,Western,27000000,12676056,1976
17,Carrie,11/16/1976,United Artists,Horror,25878153,12149367,1976
18,Logan's Run,1/1/1976,MGM,,25000000,11737089,1976
19,Network,1/1/1976,MGM,Drama,23689877,11122007,1976
20,Across the Great Divide,1/1/1976,Pacific Internati…,Western,18800000,8826291,1976
21,The Pom Pom Girls,1/1/1976,Crown International,,17900000,8403755,1976
22,"Mother, Jugs & Speed",1/1/1976,20th Century Fox,,15000000,7042253,1976
23,The Missouri Breaks,1/1/1976,United Artists,,14000000,6572769,1976
24,Family Plot,4/9/1976,Universal,Black Comedy,13200000,6197183,1976
25,Gator,1/1/1976,United Artists,,11000000,5164319,1976
26,Robin and Marian,3/11/1976,Columbia,,8000000,3755868,1976
27,That's Entertainment part 2,1/1/1976,MGM,,3000000,1408450,1976
28,The Blue Bird,1/1/1976,20th Century Fox,,887000,416431,1976
1,Star Wars: Episode IV - A New Hope,7/21/1978,20th Century Fox,Adventure,195728453,87770606,1977
2,Close Encounters of the Third Kind,11/16/1977,Columbia,Adventure,166000000,74439462,1977
3,Saturday Night Fever,12/16/1977,Paramount Pictures,Drama,137778374,61784024,1977
4,Smokey and the Bandit,5/27/1977,Universal,Comedy,126737428,56832927,1977
5,The Goodbye Girl,12/21/1977,MGM,Romantic Comedy,82919638,37183694,1977
6,In Search of Noah's Ark,2/11/1977,Sunn Classics Pic…,,55700000,24977578,1977
